election,year,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
general election,1989,Dublin North–West ,Labour Party,Bill Tormey,4,5986,,,29926,,"[2462, 244, 20, 164, 68, 244, 454, 1324, 46]","[2462, 2706, 2726, 2890, 2958, 3202, 3656, 4980, 5026]"
general election,1989,Dublin North–West ,Workers' Party,Lucia O'Neill,4,5986,,,29926,,"[853, 949, 42, 169, 27, 265, 506, 0, 0]","[853, 1802, 1844, 2013, 2040, 2305, 2811, 0, 0]"
general election,1989,Dublin North–West ,Green Party,Alison Larkin,4,5986,,,29926,,"[1327, 129, 20, 135, 51, 341, 0, 0, 0]","[1327, 1456, 1476, 1611, 1662, 2003, 0, 0, 0]"
general election,1989,Dublin North–West ,Sinn Féin,Harry Fleming,4,5986,,,29926,,"[1255, 107, 10, 113, 17, 0, 0, 0, 0]","[1255, 1362, 1372, 1485, 1502, 0, 0, 0, 0]"
general election,1989,Dublin North–West ,Fine Gael,Thomas Farrell,4,5986,,,29926,,"[1334, 51, 11, 58, 0, 0, 0, 0, 0]","[1334, 1385, 1396, 1454, 0, 0, 0, 0, 0]"
general election,1989,Dublin North–West ,Independent,Joan Byrne,4,5986,,,29926,,"[897, 78, 27, 0, 0, 0, 0, 0, 0]","[897, 975, 1002, 0, 0, 0, 0, 0, 0]"
general election,1989,Dublin North–West ,Independent,Gerard Doolan,4,5986,,,29926,,"[130, 22, 0, 0, 0, 0, 0, 0, 0]","[130, 152, 0, 0, 0, 0, 0, 0, 0]"
general election,1989,Dublin South ,Fianna Fáil,Seamus Brennan,5,9028,,,54162,,"[13927, -4899, 0, 0, 0, 0, 0, 0]","[13927, 9028, 9028, 9028, 9028, 9028, 9028, 9028]"
general election,1989,Dublin South ,Fianna Fáil,Tom Kitt,5,9028,,,54162,,"[7217, 3452, -1641, 0, 0, 0, 0, 0]","[7217, 10669, 9028, 9028, 9028, 9028, 9028, 9028]"
general election,1989,Dublin South ,Fine Gael,Alan Shatter,5,9028,,,54162,,"[7969, 174, 62, 70, 1107, 0, -354, 0]","[7969, 8143, 8205, 8275, 9382, 9382, 9028, 9028]"
general election,1989,Dublin South ,Green Party,Roger Garland,5,9028,,,54162,,"[4771, 129, 39, 433, 79, 1034, 15, 2332]","[4771, 4900, 4939, 5372, 5451, 6485, 6500, 8832]"
general election,1989,Dublin South ,Fine Gael,Nuala Fennell,5,9028,,,54162,,"[4983, 105, 17, 48, 1187, 439, 266, 1292]","[4983, 5088, 5105, 5153, 6340, 6779, 7045, 8337]"
general election,1989,Dublin South ,Progressive Democrats,Anne Colley,5,9028,,,54162,,"[4607, 207, 32, 60, 286, 528, 56, 941]","[4607, 4814, 4846, 4906, 5192, 5720, 5776, 6717]"
general election,1989,Dublin South ,Labour Party,Eithne Fitzgerald,5,9028,,,54162,,"[4134, 99, 25, 669, 99, 435, 17, 0]","[4134, 4233, 4258, 4927, 5026, 5461, 5478, 0]"
general election,1989,Dublin South ,Fianna Fáil,Ann Ormonde,5,9028,,,54162,,"[2328, 675, 1443, 72, 63, 0, 0, 0]","[2328, 3003, 4446, 4518, 4581, 0, 0, 0]"
general election,1989,Dublin South ,Fine Gael,Olivia Mitchell,5,9028,,,54162,,"[2786, 36, 12, 26, 0, 0, 0, 0]","[2786, 2822, 2834, 2860, 0, 0, 0, 0]"
general election,1989,Dublin South ,Workers' Party,Eamonn Ó Liathain,5,9028,,,54162,,"[1440, 22, 11, 0, 0, 0, 0, 0]","[1440, 1462, 1473, 0, 0, 0, 0, 0]"
general election,1989,Dublin South–Central ,Fine Gael,Gay Mitchell,5,7516,72389,45787,45092,695,"[7905, -389, 0, 0, 0, 0, 0, 0, 0]","[7905, 7516, 7516, 7516, 7516, 7516, 7516, 7516, 7516]"
general election,1989,Dublin South–Central ,Fianna Fáil,John O'Connell,5,7516,72389,45787,45092,695,"[7707, 0, -191, 0, 0, 0, 0, 0, 0]","[7707, 7707, 7516, 7516, 7516, 7516, 7516, 7516, 7516]"
general election,1989,Dublin South–Central ,Fine Gael,Fergus O'Brien,5,7516,72389,45787,45092,695,"[4108, 266, 7, 8, 51, 829, 106, 488, 1548]","[4108, 4374, 4381, 4389, 4440, 5269, 5375, 5863, 7411]"
general election,1989,Dublin South–Central ,Fianna Fáil,Ben Briscoe,5,7516,72389,45787,45092,695,"[6037, 18, 87, 7, 71, 62, 44, 331, 393]","[6037, 6055, 6142, 6149, 6220, 6282, 6326, 6657, 7050]"
general election,1989,Dublin South–Central ,Fianna Fáil,Mary Mooney,5,7516,72389,45787,45092,695,"[4081, 17, 76, 9, 118, 77, 42, 322, 293]","[4081, 4098, 4174, 4183, 4301, 4378, 4420, 4742, 5035]"
general election,1989,Dublin South–Central ,Labour Party,Pat Upton,5,7516,72389,45787,45092,695,"[1907, 12, 3, 5, 107, 92, 1163, 1038, 0]","[1907, 1919, 1922, 1927, 2034, 2126, 3289, 4327, 0]"
general election,1989,Dublin South–Central ,Workers' Party,Eric Byrne,5,7516,72389,45787,45092,695,"[6849, 29, 9, 16, 358, 87, 240, 0, 0]","[6849, 6878, 6887, 6903, 7261, 7348, 7588, 7588, 7588]"
general election,1989,Dublin South–Central ,Green Party,Mary Bowers,5,7516,72389,45787,45092,695,"[2264, 8, 3, 45, 277, 94, 65, 0, 0]","[2264, 2272, 2275, 2320, 2597, 2691, 2756, 0, 0]"
general election,1989,Dublin South–Central ,Labour Party,Patrick Murray,5,7516,72389,45787,45092,695,"[1557, 13, 2, 11, 81, 60, 0, 0, 0]","[1557, 1570, 1572, 1583, 1664, 1724, 0, 0, 0]"
general election,1989,Dublin South–Central ,Progressive Democrats,Ronald McBrien,5,7516,72389,45787,45092,695,"[1314, 24, 2, 8, 13, 0, 0, 0, 0]","[1314, 1338, 1340, 1348, 1361, 0, 0, 0, 0]"
general election,1989,Dublin South–Central ,Sinn Féin,Micheal Ó Muireagain,5,7516,72389,45787,45092,695,"[1241, 2, 2, 8, 0, 0, 0, 0, 0]","[1241, 1243, 1245, 1253, 0, 0, 0, 0, 0]"
general election,1989,Dublin South–Central ,Independent,Michael Foley,5,7516,72389,45787,45092,695,"[122, 0, 0, 0, 0, 0, 0, 0, 0]","[122, 122, 122, 0, 0, 0, 0, 0, 0]"
general election,1989,Dublin South–East ,Fianna Fáil,Gerard Brady,4,6580,,,32897,,"[5959, 5, 5, 77, 1027, -493, 0, 0, 0]","[5959, 5964, 5969, 6046, 7073, 6580, 6580, 6580, 6580]"
general election,1989,Dublin South–East ,Labour Party,Ruairi Quinn,4,6580,,,32897,,"[4014, 7, 39, 724, 106, 15, 365, 1826, -516]","[4014, 4021, 4060, 4784, 4890, 4905, 5270, 7096, 6580]"
general election,1989,Dublin South–East ,Fine Gael,Joe Doyle,4,6580,,,32897,,"[5235, 9, 13, 130, 46, 7, 981, 525, 0]","[5235, 5244, 5257, 5387, 5433, 5440, 6421, 6946, 6946]"
general election,1989,Dublin South–East ,Fine Gael,Garret FitzGerald,4,6580,,,32897,,"[3865, 15, 12, 77, 80, 11, 1152, 726, 385]","[3865, 3880, 3892, 3969, 4049, 4060, 5212, 5938, 6323]"
general election,1989,Dublin South–East ,Fianna Fáil,Eoin Ryan,4,6580,,,32897,,"[3265, 4, 13, 92, 875, 441, 139, 519, 131]","[3265, 3269, 3282, 3374, 4249, 4690, 4829, 5348, 5479]"
general election,1989,Dublin South–East ,Green Party,John Gormley,4,6580,,,32897,,"[3329, 5, 143, 461, 62, 12, 244, 0, 0]","[3329, 3334, 3477, 3938, 4000, 4012, 4256, 0, 0]"
general election,1989,Dublin South–East ,Progressive Democrats,Michael McDowell,4,6580,,,32897,,"[2853, 10, 12, 73, 40, 7, 0, 0, 0]","[2853, 2863, 2875, 2948, 2988, 2995, 0, 0, 0]"
general election,1989,Dublin South–East ,Fianna Fáil,Mary Hanafin,4,6580,,,32897,,"[2226, 1, 4, 48, 0, 0, 0, 0, 0]","[2226, 2227, 2231, 2279, 0, 0, 0, 0, 0]"
general election,1989,Dublin South–East ,Workers' Party,Tom Crilly,4,6580,,,32897,,"[1816, 9, 18, 0, 0, 0, 0, 0, 0]","[1816, 1825, 1843, 0, 0, 0, 0, 0, 0]"
general election,1989,Dublin South–East ,Independent,Anthony Walsh,4,6580,,,32897,,"[254, 12, 0, 0, 0, 0, 0, 0, 0]","[254, 266, 0, 0, 0, 0, 0, 0, 0]"
general election,1989,Dublin South–East ,Independent,Patrick McDonnell,4,6580,,,32897,,"[81, 0, 0, 0, 0, 0, 0, 0, 0]","[81, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,1989,Dublin South–West ,Labour Party,Mervyn Taylor,4,7803,64995,39526,39013,513,"[8734, -931, 0, 0, 0, 0, 0]","[8734, 7803, 7803, 7803, 7803, 7803, 7803]"
general election,1989,Dublin South–West ,Workers' Party,Pat Rabbitte,4,7803,64995,39526,39013,513,"[7166, 373, 29, 340, 0, 0, 0]","[7166, 7539, 7568, 7908, 7908, 7908, 7908]"
general election,1989,Dublin South–West ,Fianna Fáil,Chris Flood,4,7803,64995,39526,39013,513,"[7346, 78, 3, 129, 28, 277, 0]","[7346, 7424, 7427, 7556, 7584, 7861, 7861]"
general election,1989,Dublin South–West ,Progressive Democrats,Mary Harney,4,7803,64995,39526,39013,513,"[4323, 126, 11, 36, 242, 476, 2351]","[4323, 4449, 4460, 4496, 4738, 5214, 7565]"
general election,1989,Dublin South–West ,Fianna Fáil,Seán Walsh,4,7803,64995,39526,39013,513,"[5737, 180, 4, 116, 17, 170, 374]","[5737, 5917, 5921, 6037, 6054, 6224, 6598]"
general election,1989,Dublin South–West ,Fine Gael,Larry McMahon,4,7803,64995,39526,39013,513,"[2297, 76, 2, 18, 717, 227, 0]","[2297, 2373, 2375, 2393, 3110, 3337, 0]"
general election,1989,Dublin South–West ,Green Party,Conor Delaney,4,7803,64995,39526,39013,513,"[1259, 46, 19, 267, 50, 0, 0]","[1259, 1305, 1324, 1591, 1641, 0, 0]"
general election,1989,Dublin South–West ,Fine Gael,Clare Leonard,4,7803,64995,39526,39013,513,"[1049, 22, 1, 12, 0, 0, 0]","[1049, 1071, 1072, 1084, 0, 0, 0]"
general election,1989,Dublin South–West ,Sinn Féin,Seán Crowe,4,7803,64995,39526,39013,513,"[1018, 24, 8, 0, 0, 0, 0]","[1018, 1042, 1050, 0, 0, 0, 0]"
general election,1989,Dublin South–West ,Independent,Alan Plummer,4,7803,64995,39526,39013,513,"[84, 6, 0, 0, 0, 0, 0]","[84, 90, 0, 0, 0, 0, 0]"
general election,1989,Dublin West ,Fianna Fáil,"Brian Lenihan, Snr",5,8005,,,48026,,"[11109, -3104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11109, 8005, 8005, 8005, 8005, 8005, 8005, 8005, 8005, 8005, 8005, 8005]"
general election,1989,Dublin West ,Workers' Party,Tomás Mac Giolla,5,8005,,,48026,,"[8218, 0, 0, -213, 0, 0, 0, 0, 0, 0, 0, 0]","[8218, 8218, 8218, 8005, 8005, 8005, 8005, 8005, 8005, 8005, 8005, 8005]"
general election,1989,Dublin West ,Fine Gael,Jim Mitchell,5,8005,,,48026,,"[6920, 147, 17, 34, 27, 161, 105, 221, 1034, 0, -661, 0]","[6920, 7067, 7084, 7118, 7145, 7306, 7411, 7632, 8666, 8666, 8005, 8005]"
general election,1989,Dublin West ,Fine Gael,Austin Currie,5,8005,,,48026,,"[4886, 114, 6, 12, 5, 32, 43, 319, 1044, 1440, 574, -470]","[4886, 5000, 5006, 5018, 5023, 5055, 5098, 5417, 6461, 7901, 8475, 8005]"
general election,1989,Dublin West ,Fianna Fáil,Liam Lawlor,5,8005,,,48026,,"[4144, 1360, 10, 14, 16, 29, 89, 151, 164, 371, 42, 79]","[4144, 5504, 5514, 5528, 5544, 5573, 5662, 5813, 5977, 6348, 6390, 6469]"
general election,1989,Dublin West ,Fianna Fáil,Olga Bennett,5,8005,,,48026,,"[3924, 1316, 5, 10, 21, 57, 81, 264, 157, 366, 45, 150]","[3924, 5240, 5245, 5255, 5276, 5333, 5414, 5678, 5835, 6201, 6246, 6396]"
general election,1989,Dublin West ,Progressive Democrats,Patrick O'Malley,5,8005,,,48026,,"[2572, 56, 6, 13, 5, 30, 52, 271, 0, 0, 0, 0]","[2572, 2628, 2634, 2647, 2652, 2682, 2734, 3005, 0, 0, 0, 0]"
general election,1989,Dublin West ,Labour Party,Eamon Tuffy,5,8005,,,48026,,"[2063, 29, 34, 63, 31, 150, 197, 793, 347, 0, 0, 0]","[2063, 2092, 2126, 2189, 2220, 2370, 2567, 3360, 3707, 0, 0, 0]"
general election,1989,Dublin West ,Green Party,Bridin O'Connor,5,8005,,,48026,,"[1915, 50, 38, 28, 46, 105, 302, 0, 0, 0, 0, 0]","[1915, 1965, 2003, 2031, 2077, 2182, 2484, 0, 0, 0, 0, 0]"
general election,1989,Dublin West ,Sinn Féin,John McCann,5,8005,,,48026,,"[853, 14, 22, 16, 396, 63, 0, 0, 0, 0, 0, 0]","[853, 867, 889, 905, 1301, 1364, 0, 0, 0, 0, 0, 0]"
general election,1989,Dublin West ,Democratic Socialist,Michael Conaghan,5,8005,,,48026,,"[668, 8, 27, 13, 19, 0, 0, 0, 0, 0, 0, 0]","[668, 676, 703, 716, 735, 0, 0, 0, 0, 0, 0, 0]"
general election,1989,Dublin West ,Sinn Féin,Ursula Quinn,5,8005,,,48026,,"[545, 8, 40, 10, 0, 0, 0, 0, 0, 0, 0, 0]","[545, 553, 593, 603, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,1989,Dublin West ,Independent,John Montgomery,5,8005,,,48026,,"[209, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[209, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,1989,Dún Laoghaire ,Fianna Fáil,David Andrews,5,8741,81169,52948,52443,505,"[9987, -1246, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9987, 8741, 8741, 8741, 8741, 8741, 8741, 8741, 8741, 8741, 8741]"
general election,1989,Dún Laoghaire ,Workers' Party,Eamon Gilmore,5,8741,81169,52948,52443,505,"[6723, 40, 8, 362, 208, 1069, 960, -629, 0, 0, 0]","[6723, 6763, 6771, 7133, 7341, 8410, 9370, 8741, 8741, 8741, 8741]"
general election,1989,Dún Laoghaire ,Fine Gael,Sean Barrett,5,8741,81169,52948,52443,505,"[6941, 50, 3, 29, 48, 212, 231, 71, 165, 3252, -2261]","[6941, 6991, 6994, 7023, 7071, 7283, 7514, 7585, 7750, 11002, 8741]"
general election,1989,Dún Laoghaire ,Fine Gael,Monica Barnes,5,8741,81169,52948,52443,505,"[4792, 31, 8, 4, 84, 247, 501, 175, 192, 1600, 1872]","[4792, 4823, 4831, 4835, 4919, 5166, 5667, 5842, 6034, 7634, 9506]"
general election,1989,Dún Laoghaire ,Fianna Fáil,Brian Hillery,5,8741,81169,52948,52443,505,"[3795, 367, 8, 43, 16, 60, 215, 40, 3535, 258, 60]","[3795, 4162, 4170, 4213, 4229, 4289, 4504, 4544, 8079, 8337, 8397]"
general election,1989,Dún Laoghaire ,Progressive Democrats,Geraldine Kennedy,5,8741,81169,52948,52443,505,"[4713, 25, 8, 12, 66, 228, 609, 201, 187, 580, 329]","[4713, 4738, 4746, 4758, 4824, 5052, 5661, 5862, 6049, 6629, 6958]"
general election,1989,Dún Laoghaire ,Fine Gael,Liam T. Cosgrave,5,8741,81169,52948,52443,505,"[5453, 24, 10, 29, 39, 130, 153, 76, 107, 0, 0]","[5453, 5477, 5487, 5516, 5555, 5685, 5838, 5914, 6021, 0, 0]"
general election,1989,Dún Laoghaire ,Fianna Fáil,Betty Coffey,5,8741,81169,52948,52443,505,"[3333, 667, 4, 91, 31, 93, 254, 53, 0, 0, 0]","[3333, 4000, 4004, 4095, 4126, 4219, 4473, 4526, 0, 0, 0]"
general election,1989,Dún Laoghaire ,Green Party,Patricia Griffin,5,8741,81169,52948,52443,505,"[2683, 14, 39, 172, 107, 281, 0, 0, 0, 0, 0]","[2683, 2697, 2736, 2908, 3015, 3296, 0, 0, 0, 0, 0]"
general election,1989,Dún Laoghaire ,Labour Party,Flor O'Mahony,5,8741,81169,52948,52443,505,"[1760, 9, 9, 36, 659, 0, 0, 0, 0, 0, 0]","[1760, 1769, 1778, 1814, 2473, 0, 0, 0, 0, 0, 0]"
general election,1989,Dún Laoghaire ,Labour Party,Jane Dillon Byrne,5,8741,81169,52948,52443,505,"[1228, 8, 3, 41, 0, 0, 0, 0, 0, 0, 0]","[1228, 1236, 1239, 1280, 0, 0, 0, 0, 0, 0, 0]"
general election,1989,Dún Laoghaire ,Sinn Féin,Kevin Fitzpatrick,5,8741,81169,52948,52443,505,"[938, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[938, 947, 950, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,1989,Dún Laoghaire ,Independent,Ann McGoldrick,5,8741,81169,52948,52443,505,"[110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[110, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,1989,Galway East ,Fine Gael,"Paul Connaughton, Snr",3,7283,,,29129,,"[8593, 0, -1310, 0]","[8593, 8593, 7283, 7283]"
general election,1989,Galway East ,Fianna Fáil,Michael P. Kitt,3,7283,,,29129,,"[7573, 0, 0, -290]","[7573, 7573, 7573, 7283]"
general election,1989,Galway East ,Fianna Fáil,Noel Treacy,3,7283,,,29129,,"[7030, 98, 149, 196]","[7030, 7128, 7277, 7473]"
general election,1989,Galway East ,Fine Gael,Michael Finnerty,3,7283,,,29129,,"[2800, 112, 1029, 19]","[2800, 2912, 3941, 3960]"
general election,1989,Galway East ,Fianna Fáil,Patrick Finnegan,3,7283,,,29129,,"[2721, 58, 132, 75]","[2721, 2779, 2911, 2986]"
general election,1989,Galway East ,Independent,Padraig Ó Ceallaigh,3,7283,,,29129,,"[412, 0, 0, 0]","[412, 0, 0, 0]"
general election,1989,Galway West ,Progressive Democrats,Bobby Molloy,5,8224,77178,50126,49339,787,"[8917, -693, 0, 0, 0, 0, 0]","[8917, 8224, 8224, 8224, 8224, 8224, 8224]"
general election,1989,Galway West ,Labour Party,Michael D. Higgins,5,8224,77178,50126,49339,787,"[7727, 181, 67, 1155, -906, 0, 0]","[7727, 7908, 7975, 9130, 8224, 8224, 8224]"
general election,1989,Galway West ,Fianna Fáil,Frank Fahey,5,8224,77178,50126,49339,787,"[8010, 44, 7, 68, 48, 2152, -2105]","[8010, 8054, 8061, 8129, 8177, 10329, 8224]"
general election,1989,Galway West ,Fianna Fáil,Máire Geoghegan-Quinn,5,8224,77178,50126,49339,787,"[5902, 39, 8, 47, 47, 2272, 0]","[5902, 5941, 5949, 5996, 6043, 8315, 8315]"
general election,1989,Galway West ,Fine Gael,Pádraic McCormack,5,8224,77178,50126,49339,787,"[5987, 131, 12, 49, 152, 380, 211]","[5987, 6118, 6130, 6179, 6331, 6711, 6922]"
general election,1989,Galway West ,Fine Gael,"Fintan Coogan, Jnr",5,8224,77178,50126,49339,787,"[5297, 204, 18, 204, 352, 253, 229]","[5297, 5501, 5519, 5723, 6075, 6328, 6557]"
general election,1989,Galway West ,Fianna Fáil,Éamon Ó Cuív,5,8224,77178,50126,49339,787,"[5733, 59, 15, 46, 63, 0, 0]","[5733, 5792, 5807, 5853, 5916, 0, 0]"
general election,1989,Galway West ,Workers' Party,James Brick,5,8224,77178,50126,49339,787,"[1555, 30, 38, 0, 0, 0, 0]","[1555, 1585, 1623, 0, 0, 0, 0]"
general election,1989,Galway West ,Independent,Dermot Shanley,5,8224,77178,50126,49339,787,"[127, 2, 0, 0, 0, 0, 0]","[127, 129, 0, 0, 0, 0, 0]"
general election,1989,Galway West ,Independent,Paul O'Connor,5,8224,77178,50126,49339,787,"[84, 3, 0, 0, 0, 0, 0]","[84, 87, 0, 0, 0, 0, 0]"
general election,1989,Kerry North ,Labour Party,Dick Spring,3,8522,,,34087,,"[10118, -1596, 0]","[10118, 8522, 8522]"
general election,1989,Kerry North ,Fine Gael,Jimmy Deenihan,3,8522,,,34087,,"[8692, 0, 0]","[8692, 8692, 8692]"
general election,1989,Kerry North ,Fianna Fáil,"Tom McEllistrim, Jnr",3,8522,,,34087,,"[6756, 472, 1174]","[6756, 7228, 8402]"
general election,1989,Kerry North ,Fianna Fáil,Denis Foley,3,8522,,,34087,,"[5880, 889, 1278]","[5880, 6769, 8047]"
general election,1989,Kerry North ,Fianna Fáil,Ned O'Sullivan,3,8522,,,34087,,"[2641, 235, 0]","[2641, 2876, 0]"
general election,1989,Kerry South ,Fianna Fáil,John O'Leary,3,7830,,,31318,,"[8398, 0, 0, -568, 0]","[8398, 8398, 8398, 7830, 7830]"
general election,1989,Kerry South ,Fianna Fáil,John O'Donoghue,3,7830,,,31318,,"[8375, 0, 0, 0, -545]","[8375, 8375, 8375, 8375, 7830]"
general election,1989,Kerry South ,Labour Party,Michael Moynihan,3,7830,,,31318,,"[6408, 60, 657, 445, 359]","[6408, 6468, 7125, 7570, 7929]"
general election,1989,Kerry South ,Fine Gael,Michael Begley,3,7830,,,31318,,"[6477, 26, 600, 123, 186]","[6477, 6503, 7103, 7226, 7412]"
general election,1989,Kerry South ,Progressive Democrats,John Kelly,3,7830,,,31318,,"[1458, 36, 0, 0, 0]","[1458, 1494, 0, 0, 0]"
general election,1989,Kerry South ,Independent,Barbara Hyland,3,7830,,,31318,,"[202, 0, 0, 0, 0]","[202, 0, 0, 0, 0]"
general election,1989,Kildare ,Fine Gael,Alan Dukes,5,8487,,,50921,,"[9182, -695, 0, 0, 0, 0, 0, 0, 0]","[9182, 8487, 8487, 8487, 8487, 8487, 8487, 8487, 8487]"
general election,1989,Kildare ,Fianna Fáil,Charlie McCreevy,5,8487,,,50921,,"[8977, 0, -490, 0, 0, 0, 0, 0, 0]","[8977, 8977, 8487, 8487, 8487, 8487, 8487, 8487, 8487]"
general election,1989,Kildare ,Labour Party,Emmet Stagg,5,8487,,,50921,,"[8767, 0, 0, -280, 0, 0, 0, 0, 0]","[8767, 8767, 8767, 8487, 8487, 8487, 8487, 8487, 8487]"
general election,1989,Kildare ,Fine Gael,Bernard Durkan,5,8487,,,50921,,"[6676, 560, 25, 67, 331, 448, 1597, -1217, 0]","[6676, 7236, 7261, 7328, 7659, 8107, 9704, 8487, 8487]"
general election,1989,Kildare ,Fianna Fáil,Seán Power,5,8487,,,50921,,"[5918, 24, 241, 38, 180, 158, 232, 186, 693]","[5918, 5942, 6183, 6221, 6401, 6559, 6791, 6977, 7670]"
general election,1989,Kildare ,Fianna Fáil,Seán Ó Fearghaíl,5,8487,,,50921,,"[3603, 18, 195, 17, 137, 115, 102, 200, 869]","[3603, 3621, 3816, 3833, 3970, 4085, 4187, 4387, 5256]"
general election,1989,Kildare ,Independent,Carol Tiernan,5,8487,,,50921,,"[2690, 12, 4, 19, 186, 507, 170, 369, 0]","[2690, 2702, 2706, 2725, 2911, 3418, 3588, 3957, 0]"
general election,1989,Kildare ,Progressive Democrats,Timmy Conway,5,8487,,,50921,,"[2126, 53, 11, 24, 202, 173, 0, 0, 0]","[2126, 2179, 2190, 2214, 2416, 2589, 0, 0, 0]"
general election,1989,Kildare ,Workers' Party,Catherine Murphy,5,8487,,,50921,,"[1520, 11, 8, 93, 304, 0, 0, 0, 0]","[1520, 1531, 1539, 1632, 1936, 0, 0, 0, 0]"
general election,1989,Kildare ,Green Party,Sean English,5,8487,,,50921,,"[1462, 17, 6, 22, 0, 0, 0, 0, 0]","[1462, 1479, 1485, 1507, 0, 0, 0, 0, 0]"
general election,1989,Laois–Offaly ,Fianna Fáil,Liam Hyland,5,8730,,,52374,,"[8443, 30, 30, 133, 2798, -2704, 0]","[8443, 8473, 8503, 8636, 11434, 8730, 8730]"
general election,1989,Laois–Offaly ,Fianna Fáil,Ger Connolly,5,8730,,,52374,,"[7936, 10, 99, 427, 600, 0, 0]","[7936, 7946, 8045, 8472, 9072, 9072, 9072]"
general election,1989,Laois–Offaly ,Fine Gael,Charlie Flanagan,5,8730,,,52374,,"[7142, 40, 682, 612, 481, 0, 0]","[7142, 7182, 7864, 8476, 8957, 8957, 8957]"
general election,1989,Laois–Offaly ,Fianna Fáil,Brian Cowen,5,8730,,,52374,,"[7103, 4, 103, 387, 532, 2106, -1505]","[7103, 7107, 7210, 7597, 8129, 10235, 8730]"
general election,1989,Laois–Offaly ,Fine Gael,Tom Enright,5,8730,,,52374,,"[6627, 29, 520, 548, 228, 104, 215]","[6627, 6656, 7176, 7724, 7952, 8056, 8271]"
general election,1989,Laois–Offaly ,Progressive Democrats,Cathy Honan,5,8730,,,52374,,"[4411, 49, 233, 820, 296, 150, 161]","[4411, 4460, 4693, 5513, 5809, 5959, 6120]"
general election,1989,Laois–Offaly ,Fianna Fáil,Joseph Dunne,5,8730,,,52374,,"[4970, 92, 9, 126, 0, 0, 0]","[4970, 5062, 5071, 5197, 0, 0, 0]"
general election,1989,Laois–Offaly ,Labour Party,Pat Gallagher,5,8730,,,52374,,"[3030, 56, 607, 0, 0, 0, 0]","[3030, 3086, 3693, 0, 0, 0, 0]"
general election,1989,Laois–Offaly ,Fine Gael,Tommy McKeigue,5,8730,,,52374,,"[2318, 20, 0, 0, 0, 0, 0]","[2318, 2338, 0, 0, 0, 0, 0]"
general election,1989,Laois–Offaly ,Independent,Joe McCormack,5,8730,,,52374,,"[394, 0, 0, 0, 0, 0, 0]","[394, 0, 0, 0, 0, 0, 0]"
general election,1989,Limerick East ,Fianna Fáil,Willie O'Dea,5,7724,66471,46840,46341,499,"[9658, -1934, 0, 0, 0, 0, 0, 0]","[9658, 7724, 7724, 7724, 7724, 7724, 7724, 7724]"
general election,1989,Limerick East ,Democratic Socialist,Jim Kemmy,5,7724,66471,46840,46341,499,"[9168, 0, -1444, 0, 0, 0, 0, 0]","[9168, 9168, 7724, 7724, 7724, 7724, 7724, 7724]"
general election,1989,Limerick East ,Progressive Democrats,Desmond O'Malley,5,7724,66471,46840,46341,499,"[8385, 0, 0, 0, -661, 0, 0, 0]","[8385, 8385, 8385, 8385, 7724, 7724, 7724, 7724]"
general election,1989,Limerick East ,Fine Gael,Michael Noonan,5,7724,66471,46840,46341,499,"[5805, 131, 350, 304, 124, 223, 2187, -1400]","[5805, 5936, 6286, 6590, 6714, 6937, 9124, 7724]"
general election,1989,Limerick East ,Progressive Democrats,Peadar Clohessy,5,7724,66471,46840,46341,499,"[4233, 187, 349, 278, 460, 202, 557, 1251]","[4233, 4420, 4769, 5047, 5507, 5709, 6266, 7517]"
general election,1989,Limerick East ,Fianna Fáil,Eddie Wade,5,7724,66471,46840,46341,499,"[3073, 957, 67, 82, 16, 2045, 156, 149]","[3073, 4030, 4097, 4179, 4195, 6240, 6396, 6545]"
general election,1989,Limerick East ,Fine Gael,Mary Jackman,5,7724,66471,46840,46341,499,"[2715, 79, 135, 193, 46, 141, 0, 0]","[2715, 2794, 2929, 3122, 3168, 3309, 0, 0]"
general election,1989,Limerick East ,Fianna Fáil,Anthony Brommel,5,7724,66471,46840,46341,499,"[2298, 531, 97, 84, 15, 0, 0, 0]","[2298, 2829, 2926, 3010, 3025, 0, 0, 0]"
general election,1989,Limerick East ,Labour Party,Declan Leddin,5,7724,66471,46840,46341,499,"[1006, 49, 446, 0, 0, 0, 0, 0]","[1006, 1055, 1501, 0, 0, 0, 0, 0]"
general election,1989,Limerick West ,Fianna Fáil,Gerry Collins,3,7853,43690,31892,31411,481,"[12476, -4623]","[12476, 7853]"
general election,1989,Limerick West ,Fine Gael,Michael Finucane,3,7853,43690,31892,31411,481,"[8484, 0]","[8484, 8484]"
